point,e_1,e_2,e_3,e_4,e_5,e_6,e_7,e_8,bars,beat,time_value,finger
1355,-0.03937,-0.023622,-0.047244,-0.094488,-0.322835,0.007874,0.023622,0.023622,4,2,0.445805,0
1356,0.03937,-0.007874,-0.062992,-0.03937,-0.055118,0.015748,0.023622,0.031496,4,2,0.445805,0
1357,0.023622,-0.031496,0.07874,0.110236,0.23622,0.03937,-0.031496,-0.015748,4,2,0.445805,0
1358,-0.03937,0.023622,-0.070866,-0.055118,-0.188976,-0.047244,0.031496,0.023622,4,2,0.426455,0
1359,-0.007874,0.007874,0.031496,0.03937,0.110236,0.007874,-0.062992,-0.047244,4,2,0.407105,0
1360,-0.086614,0.055118,-0.015748,-0.11811,-0.401575,-0.070866,0.047244,-0.031496,4,2,0.407105,0
1361,0.086614,0.031496,-0.007874,-0.03937,-0.149606,-0.007874,-0.086614,0.007874,4,2,0.407105,0
1362,0.070866,-0.047244,0.,0.023622,0.133858,0.015748,0.070866,-0.03937,4,2,0.387755,0
1363,-0.102362,-0.070866,-0.015748,-0.007874,-0.15748,-0.031496,-0.023622,-0.007874,4,2,0.368405,0
1364,-0.023622,0.,0.023622,-0.007874,0.220472,0.03937,-0.047244,0.,4,2,0.368405,0
1365,0.015748,0.023622,0.015748,0.110236,0.259843,-0.015748,0.03937,-0.015748,4,2,0.368405,0
1366,0.023622,0.047244,0.015748,0.023622,0.07874,-0.015748,0.,0.007874,4,2,0.368405,0
1367,0.015748,-0.07874,-0.070866,-0.181102,-0.354331,-0.15748,-0.062992,-0.055118,4,2,0.349055,0
1368,0.,-0.015748,0.,0.173228,0.377953,0.047244,0.007874,-0.07874,4,2,0.349055,0
1369,-0.015748,-0.007874,0.,-0.07874,-0.330709,-0.055118,0.,-0.007874,4,2,0.349055,0
1370,-0.047244,0.,-0.007874,-0.023622,0.023622,-0.023622,0.,-0.03937,4,2,0.349055,0
1371,-0.007874,0.,-0.031496,0.,0.070866,-0.086614,0.007874,-0.03937,4,2,0.310355,0
1372,0.015748,0.023622,-0.023622,-0.11811,0.07874,-0.031496,-0.023622,0.015748,4,2,0.310355,0
1373,0.007874,0.,-0.007874,-0.015748,-0.062992,0.023622,-0.023622,-0.086614,4,2,0.291005,0
1374,0.015748,0.03937,0.007874,0.023622,0.023622,0.062992,0.,-0.070866,4,2,0.291005,0
1375,-0.015748,0.007874,-0.023622,0.094488,0.181102,0.141732,-0.007874,-0.015748,4,2,0.271655,0
1376,0.,-0.007874,0.,0.102362,-0.03937,0.007874,0.,0.031496,4,2,0.271655,0
1377,0.,0.015748,-0.007874,-0.110236,-0.141732,-0.007874,-0.015748,-0.03937,4,2,0.271655,0
1378,-0.023622,-0.047244,0.062992,0.023622,0.133858,0.007874,0.015748,-0.03937,4,2,0.271655,0
1379,-0.047244,-0.070866,-0.070866,-0.062992,-0.125984,-0.007874,-0.015748,-0.086614,4,2,0.252305,0
1380,0.,0.031496,0.031496,-0.031496,0.055118,0.007874,0.015748,-0.062992,4,2,0.252305,0
1381,-0.015748,0.023622,-0.007874,0.062992,-0.031496,-0.007874,0.015748,-0.070866,4,2,0.232955,0
1382,0.015748,0.,-0.007874,-0.03937,-0.047244,-0.023622,-0.055118,-0.062992,4,2,0.232955,0
1383,0.047244,-0.062992,-0.031496,-0.007874,0.070866,0.,0.,-0.062992,4,2,0.213605,0
1384,-0.015748,-0.007874,0.03937,0.03937,-0.094488,0.,0.,-0.023622,4,2,0.213605,0
1385,-0.055118,-0.03937,-0.047244,-0.070866,-0.055118,0.007874,0.03937,-0.007874,4,2,0.194255,0
1386,-0.023622,0.007874,0.007874,0.007874,0.07874,0.007874,0.015748,-0.047244,4,2,0.194255,0
1387,-0.007874,-0.007874,0.,0.023622,0.007874,0.007874,0.,0.007874,4,2,0.174906,0
1388,0.007874,-0.031496,-0.047244,-0.047244,-0.007874,-0.023622,-0.015748,0.,4,2,0.174906,0
1389,0.,-0.031496,-0.023622,-0.094488,-0.023622,-0.03937,-0.023622,-0.031496,4,2,0.174906,0
1390,0.,-0.031496,-0.023622,-0.031496,-0.125984,0.007874,-0.015748,-0.047244,4,2,0.174906,0
1391,0.007874,0.,-0.007874,-0.015748,0.094488,-0.015748,-0.007874,-0.015748,4,2,0.155556,0
1392,-0.015748,0.007874,-0.007874,0.070866,0.015748,0.007874,0.,-0.07874,4,2,0.155556,0
1393,0.007874,0.,0.047244,0.15748,0.212598,0.03937,0.007874,-0.031496,4,2,0.136206,0
1394,0.,0.,0.007874,0.007874,0.007874,-0.047244,-0.031496,-0.086614,4,2,0.136206,0
1395,-0.015748,-0.007874,0.094488,0.007874,-0.283465,-0.007874,0.007874,-0.03937,4,2,0.116856,0
1396,-0.023622,-0.047244,-0.094488,-0.07874,0.094488,0.,0.,-0.086614,4,2,0.116856,0
1397,0.007874,0.015748,0.,-0.070866,0.03937,0.,0.023622,0.007874,4,2,0.116856,0
1398,-0.015748,0.007874,0.031496,0.055118,0.015748,0.007874,-0.015748,-0.062992,4,2,0.116856,0
1399,0.015748,0.055118,0.007874,-0.007874,-0.007874,0.015748,-0.007874,-0.023622,4,2,0.078156,0
1400,-0.03937,-0.03937,0.,0.,0.023622,-0.031496,0.,0.007874,4,2,0.078156,0
1401,0.,-0.086614,-0.062992,-0.07874,-0.062992,-0.055118,-0.062992,-0.165354,4,2,0.078156,0
1402,0.,-0.015748,-0.031496,0.007874,0.023622,0.015748,0.031496,-0.086614,4,2,0.078156,0
1403,0.03937,0.03937,0.055118,0.03937,0.,0.031496,-0.015748,0.031496,4,2,0.039456,0
1404,-0.031496,-0.023622,-0.023622,0.,-0.03937,-0.03937,-0.031496,-0.03937,4,2,0.039456,0
1405,0.,-0.015748,0.023622,-0.007874,0.023622,-0.023622,0.007874,-0.023622,4,2,0.039456,0
1406,0.,0.,-0.023622,-0.094488,-0.11811,-0.062992,-0.023622,0.023622,4,2,0.039456,0
1407,0.,-0.023622,-0.047244,0.031496,-0.03937,0.015748,0.,-0.03937,4,2,0.000756,0
1408,-0.015748,-0.023622,0.007874,-0.062992,-0.007874,-0.062992,-0.015748,0.023622,4,2,0.000756,0
1409,-0.015748,-0.015748,-0.007874,-0.007874,-0.070866,-0.055118,0.007874,0.062992,4,2,0.000756,0
1410,-0.007874,0.,0.007874,-0.047244,-0.133858,0.015748,0.007874,-0.055118,4,2,0.000756,0
1411,-0.023622,-0.031496,0.007874,0.133858,0.251969,-0.023622,-0.015748,0.015748,4,1,0.981406,0
1412,-0.015748,0.007874,0.007874,0.,-0.007874,0.03937,0.007874,0.031496,4,1,0.981406,0
1413,0.007874,0.007874,-0.023622,-0.062992,-0.007874,-0.07874,0.,0.102362,4,1,0.981406,0
1414,0.,0.007874,0.,0.141732,0.188976,-0.047244,-0.023622,0.007874,4,1,0.981406,0
1415,-0.007874,-0.007874,-0.070866,-0.212598,-0.19685,-0.03937,-0.023622,0.031496,4,1,0.962056,0
1416,-0.015748,-0.015748,0.,-0.007874,0.007874,0.094488,-0.015748,-0.015748,4,1,0.962056,0
1417,-0.015748,0.007874,0.023622,0.007874,-0.007874,0.055118,0.007874,0.062992,4,1,0.942706,0
1418,-0.031496,-0.031496,-0.031496,-0.03937,-0.125984,0.023622,-0.007874,0.110236,4,1,0.942706,0
1419,0.,-0.007874,-0.007874,-0.023622,0.23622,0.055118,-0.007874,-0.007874,4,1,0.904006,0
1420,-0.007874,-0.015748,-0.015748,-0.031496,-0.086614,0.062992,-0.007874,0.015748,4,1,0.904006,0
1421,-0.007874,-0.023622,-0.03937,-0.086614,0.015748,0.031496,0.,0.03937,4,1,0.904006,0
1422,-0.023622,0.,0.023622,0.086614,0.,0.055118,0.023622,0.023622,4,1,0.904006,0
1423,0.,-0.03937,-0.047244,-0.047244,-0.125984,0.102362,-0.03937,-0.023622,4,1,0.884656,0
1424,0.015748,-0.015748,-0.015748,-0.03937,-0.015748,0.07874,-0.031496,0.07874,4,1,0.884656,0
1425,0.015748,-0.007874,-0.03937,0.03937,0.055118,0.070866,0.062992,0.047244,4,1,0.865306,0
1426,-0.023622,-0.007874,-0.007874,-0.03937,-0.055118,0.055118,0.015748,0.03937,4,1,0.865306,0
1427,-0.007874,-0.015748,-0.015748,0.015748,-0.031496,-0.023622,-0.015748,-0.031496,4,1,0.845956,0
1428,0.,0.007874,0.,-0.055118,-0.023622,-0.102362,-0.031496,0.03937,4,1,0.845956,0
1429,-0.015748,-0.015748,0.03937,0.204724,0.03937,-0.031496,0.047244,0.133858,4,1,0.826606,0
1430,-0.007874,0.015748,0.031496,-0.110236,-0.047244,-0.102362,-0.015748,-0.007874,4,1,0.826606,0
1431,0.007874,0.,0.023622,0.047244,-0.007874,-0.15748,-0.07874,0.,4,1,0.826606,0
1432,-0.015748,-0.007874,-0.03937,-0.070866,-0.047244,-0.07874,0.055118,0.015748,4,1,0.826606,0
1433,-0.007874,-0.03937,-0.015748,-0.023622,0.031496,-0.181102,0.023622,0.03937,4,1,0.807256,0
1434,-0.047244,0.007874,0.023622,0.03937,0.031496,-0.19685,-0.047244,-0.055118,4,1,0.807256,0
1435,0.,-0.015748,0.007874,0.031496,0.023622,0.062992,0.015748,-0.007874,4,1,0.768556,0
1436,-0.007874,-0.007874,-0.031496,-0.007874,-0.03937,0.023622,-0.015748,0.007874,4,1,0.768556,0
1437,0.015748,0.007874,-0.015748,-0.055118,0.,0.275591,0.070866,0.062992,4,1,0.768556,0
1438,-0.007874,-0.07874,-0.031496,-0.015748,-0.015748,0.110236,-0.031496,0.047244,4,1,0.768556,0
1439,0.007874,-0.023622,0.,0.055118,0.023622,-0.047244,0.015748,0.070866,4,1,0.749206,0
1440,0.023622,0.031496,0.007874,-0.062992,-0.110236,-0.094488,-0.023622,-0.007874,4,1,0.749206,0
1441,0.03937,0.015748,0.015748,-0.007874,-0.015748,-0.031496,0.031496,-0.031496,4,1,0.729856,0
1442,-0.007874,-0.047244,-0.031496,-0.031496,0.023622,-0.125984,-0.094488,-0.07874,4,1,0.729856,0
1443,-0.070866,0.086614,0.031496,0.031496,0.,-0.15748,0.03937,-0.015748,4,1,0.710506,0
1444,-0.047244,-0.047244,-0.031496,-0.094488,-0.173228,-0.110236,-0.047244,-0.062992,4,1,0.710506,0
1445,-0.062992,0.007874,-0.023622,-0.047244,-0.015748,0.023622,-0.149606,-0.094488,4,1,0.691156,0
1446,0.055118,0.,0.007874,-0.070866,-0.23622,0.055118,0.023622,0.244094,4,1,0.691156,0
1447,0.015748,-0.015748,-0.015748,-0.11811,-0.015748,0.031496,0.055118,0.110236,4,1,0.671807,0
1448,-0.007874,0.007874,0.015748,0.259843,0.330709,0.110236,0.047244,0.11811,4,1,0.671807,0
1449,-0.03937,-0.031496,-0.031496,-0.204724,-0.275591,-0.094488,-0.07874,-0.244094,4,1,0.671807,0
1450,0.,0.023622,0.062992,0.141732,0.19685,0.125984,0.023622,-0.031496,4,1,0.671807,0
1451,0.023622,0.007874,0.,0.023622,-0.125984,0.047244,-0.015748,-0.03937,4,1,0.671807,0
1452,-0.015748,-0.047244,-0.133858,-0.19685,0.023622,0.023622,-0.023622,0.015748,4,1,0.671807,0
1453,0.015748,-0.007874,0.062992,0.244094,0.19685,0.023622,-0.102362,0.023622,4,1,0.669388,0
1454,0.,0.031496,0.070866,0.070866,0.03937,0.015748,0.055118,-0.055118,4,1,0.652457,0
1455,0.,0.03937,0.,-0.110236,-0.055118,0.023622,0.,-0.070866,4,1,0.613757,0
1456,-0.047244,-0.07874,-0.062992,-0.094488,-0.055118,-0.023622,-0.007874,-0.031496,4,1,0.613757,0
1457,0.023622,0.015748,0.015748,0.086614,0.11811,0.015748,0.015748,0.023622,4,1,0.594407,0
1458,0.,0.007874,0.062992,0.07874,0.062992,0.086614,0.015748,-0.023622,4,1,0.594407,0
1459,0.007874,-0.03937,-0.110236,-0.094488,-0.102362,-0.133858,0.,0.070866,4,1,0.575057,0
1460,-0.007874,0.015748,0.007874,0.007874,0.15748,-0.094488,0.015748,-0.007874,4,1,0.575057,0
1461,-0.031496,-0.047244,-0.023622,0.,-0.188976,-0.125984,-0.047244,-0.062992,4,1,0.575057,0
1462,-0.007874,0.,-0.047244,-0.110236,-0.031496,-0.047244,-0.023622,-0.047244,4,1,0.575057,0
1463,0.031496,0.,0.023622,0.055118,0.055118,-0.062992,-0.007874,0.015748,4,1,0.555707,0
1464,-0.031496,-0.03937,-0.062992,-0.141732,-0.015748,0.047244,-0.015748,-0.03937,4,1,0.555707,0
1465,-0.007874,-0.015748,-0.023622,-0.031496,0.023622,0.047244,0.015748,-0.102362,4,1,0.536357,0
1466,-0.015748,0.,-0.047244,-0.086614,0.007874,-0.062992,-0.007874,-0.007874,4,1,0.536357,0
1467,-0.086614,-0.047244,0.047244,0.,0.03937,0.023622,-0.023622,-0.062992,4,1,0.517007,0
1468,0.03937,-0.007874,-0.047244,0.07874,0.086614,-0.15748,0.007874,-0.047244,4,1,0.517007,0
1469,0.015748,-0.007874,-0.070866,-0.007874,-0.181102,-0.055118,-0.015748,0.07874,4,1,0.497657,0
1470,-0.007874,-0.007874,-0.094488,-0.251969,0.023622,0.055118,-0.007874,-0.102362,4,1,0.497657,0
1471,-0.023622,-0.031496,-0.070866,-0.102362,-0.133858,0.,-0.015748,0.094488,4,1,0.478307,0
1472,0.062992,0.133858,0.425197,0.629921,0.204724,0.173228,0.047244,0.141732,4,1,0.478307,0
1473,0.03937,0.055118,0.015748,-0.086614,0.055118,0.086614,0.,0.244094,4,1,0.458957,0
1474,-0.023622,-0.015748,-0.055118,0.23622,0.086614,0.062992,-0.023622,0.212598,4,1,0.458957,0
1475,-0.023622,-0.031496,-0.031496,-0.314961,-0.212598,-0.007874,0.007874,0.23622,4,1,0.439607,0
1476,-0.094488,-0.023622,-0.007874,0.031496,-0.102362,-0.102362,-0.110236,0.212598,4,1,0.439607,0
1477,-0.055118,-0.047244,-0.070866,-0.149606,0.110236,-0.007874,-0.047244,0.125984,4,1,0.439607,0
1478,0.07874,0.055118,0.03937,0.125984,0.007874,0.047244,0.070866,0.251969,4,1,0.439607,0
1479,-0.031496,-0.062992,-0.055118,0.133858,0.11811,-0.007874,0.055118,0.322835,4,1,0.439607,0
1480,0.031496,-0.007874,0.062992,-0.031496,-0.015748,-0.165354,-0.007874,0.362205,4,1,0.439607,0
1481,-0.055118,-0.015748,-0.055118,-0.125984,-0.086614,-0.031496,-0.055118,0.377953,4,1,0.439607,0
1482,-0.015748,-0.023622,0.,0.149606,0.141732,0.102362,0.,0.299213,4,1,0.439607,0
1483,0.,-0.015748,-0.047244,-0.11811,-0.102362,-0.070866,0.007874,0.055118,4,1,0.420257,0
1484,-0.03937,-0.023622,-0.031496,0.062992,-0.188976,-0.11811,-0.031496,0.047244,4,1,0.420257,0
1485,0.023622,0.,-0.023622,-0.015748,0.11811,-0.047244,0.031496,-0.055118,4,1,0.420257,0
1486,0.023622,0.031496,-0.055118,-0.299213,0.023622,-0.007874,-0.062992,0.031496,4,1,0.400907,0
1487,0.03937,0.047244,0.19685,0.519685,-0.07874,0.188976,0.055118,0.086614,4,1,0.381557,0
1488,-0.086614,-0.047244,-0.125984,-0.314961,-0.007874,-0.047244,-0.062992,-0.11811,4,1,0.381557,0
1489,-0.055118,-0.062992,0.07874,-0.102362,-0.228346,-0.149606,-0.086614,-0.055118,4,1,0.381557,0
1490,0.007874,0.015748,-0.07874,-0.03937,0.007874,0.07874,0.055118,0.,4,1,0.381557,0
1491,-0.047244,-0.03937,0.031496,0.220472,0.417323,0.251969,0.03937,0.03937,4,1,0.304157,0
1492,0.055118,-0.031496,-0.110236,-0.448819,-0.480315,0.11811,0.,0.047244,4,1,0.304157,0
1493,-0.070866,-0.070866,0.,0.511811,0.511811,0.165354,0.070866,0.055118,4,1,0.304157,0
1494,-0.03937,-0.03937,-0.031496,-0.299213,-0.653543,-0.480315,-0.11811,0.11811,4,1,0.304157,0
1495,0.047244,0.015748,-0.055118,-0.110236,-0.070866,-0.055118,-0.133858,-0.062992,4,1,0.265457,0
1496,0.031496,0.007874,-0.055118,-0.19685,0.181102,0.03937,0.015748,0.047244,4,1,0.265457,0
1497,0.055118,0.181102,0.047244,0.015748,-0.204724,0.094488,0.055118,0.133858,4,1,0.265457,0
1498,-0.03937,-0.133858,0.03937,0.19685,0.015748,-0.023622,0.023622,0.070866,4,1,0.265457,0
1499,-0.086614,0.031496,0.015748,0.07874,0.141732,-0.03937,-0.023622,0.023622,4,1,0.246107,0
1500,-0.023622,-0.055118,-0.03937,-0.259843,-0.322835,-0.11811,-0.070866,0.03937,4,1,0.246107,0
1501,0.047244,0.007874,0.,-0.031496,0.212598,0.094488,0.062992,0.047244,4,1,0.246107,0
1502,0.015748,0.023622,0.031496,0.370079,0.055118,-0.267717,-0.03937,0.062992,4,1,0.226757,0
1503,0.,0.,-0.007874,-0.055118,0.102362,-0.062992,-0.023622,0.110236,4,1,0.207407,0
1504,-0.062992,-0.07874,-0.015748,-0.086614,0.007874,0.173228,-0.015748,0.055118,4,1,0.207407,0
1505,-0.015748,-0.007874,-0.023622,-0.031496,-0.015748,0.047244,0.023622,0.062992,4,1,0.188057,0
1506,-0.015748,-0.023622,0.,-0.007874,0.102362,0.023622,-0.023622,-0.03937,4,1,0.188057,0
1507,0.031496,0.007874,0.015748,-0.094488,-0.047244,-0.086614,-0.062992,-0.007874,4,1,0.188057,0
1508,-0.03937,0.,-0.015748,0.007874,-0.251969,-0.03937,-0.031496,-0.023622,4,1,0.188057,0
1509,-0.086614,-0.094488,-0.094488,-0.07874,-0.19685,-0.062992,-0.070866,0.,4,1,0.149358,0
1510,-0.023622,-0.023622,-0.047244,-0.125984,0.110236,0.338583,0.110236,0.015748,4,1,0.149358,0
1511,-0.015748,-0.015748,0.,-0.125984,-0.149606,-0.173228,-0.070866,-0.102362,4,1,0.149358,0
1512,0.11811,0.086614,0.173228,0.480315,0.503937,0.23622,0.165354,0.141732,4,1,0.149358,0
1513,0.03937,0.03937,-0.007874,-0.314961,-0.440945,-0.181102,0.007874,-0.03937,4,1,0.130008,0
1514,-0.062992,-0.031496,-0.094488,0.015748,-0.102362,-0.023622,-0.094488,-0.062992,4,1,0.130008,0
1515,-0.03937,-0.023622,-0.03937,0.015748,-0.031496,-0.125984,0.,0.07874,4,1,0.110658,0
1516,-0.031496,-0.047244,-0.047244,-0.023622,-0.015748,0.007874,-0.062992,-0.102362,4,1,0.110658,0
1517,-0.031496,0.015748,0.070866,0.03937,0.015748,0.055118,0.055118,0.047244,4,1,0.110658,0
1518,0.03937,0.062992,0.141732,-0.015748,-0.094488,-0.055118,0.055118,0.133858,4,1,0.110658,0
1519,-0.023622,-0.03937,-0.070866,-0.19685,-0.007874,-0.055118,-0.015748,-0.031496,4,1,0.071958,0
1520,-0.023622,-0.031496,-0.094488,0.015748,-0.055118,-0.070866,-0.062992,-0.086614,4,1,0.071958,0
1521,0.055118,0.015748,0.055118,0.354331,0.519685,-0.023622,-0.047244,0.110236,4,1,0.052608,0
1522,0.007874,0.,-0.031496,-0.165354,-0.354331,-0.086614,-0.047244,-0.055118,4,1,0.052608,0
1523,-0.023622,-0.03937,0.,-0.11811,-0.031496,0.15748,0.102362,-0.023622,4,1,0.033258,0
1524,0.047244,0.023622,0.023622,0.055118,0.228346,0.007874,0.007874,0.007874,4,1,0.033258,0
1525,0.007874,0.023622,0.047244,0.267717,-0.070866,0.007874,-0.047244,0.015748,4,1,0.033258,0
1526,0.,-0.007874,-0.031496,-0.275591,0.,-0.110236,-0.023622,-0.007874,4,1,0.033258,0
1527,-0.007874,0.015748,0.015748,0.07874,0.,-0.015748,0.03937,-0.125984,4,1,0.013908,0
1528,-0.015748,-0.015748,0.007874,-0.086614,-0.204724,-0.07874,-0.062992,-0.086614,4,1,0.013908,0
1529,-0.062992,-0.03937,-0.03937,0.007874,0.070866,-0.023622,0.,-0.062992,3,4,0.994558,0
1530,-0.047244,0.015748,0.03937,-0.031496,0.031496,0.007874,-0.015748,-0.047244,3,4,0.994558,0
1531,0.,-0.015748,-0.070866,-0.102362,-0.338583,-0.149606,-0.047244,-0.031496,3,4,0.975208,0
1532,0.,-0.047244,-0.07874,-0.165354,-0.015748,0.228346,0.07874,-0.007874,3,4,0.975208,0
1533,0.007874,0.015748,-0.07874,-0.03937,0.141732,-0.031496,0.,0.031496,3,4,0.955858,0
1534,0.102362,0.031496,-0.03937,-0.165354,0.11811,0.031496,0.03937,-0.07874,3,4,0.955858,0
1535,0.015748,0.015748,0.094488,0.133858,0.023622,0.141732,0.015748,-0.047244,3,4,0.936508,0
1536,-0.062992,0.031496,0.188976,0.393701,0.094488,-0.11811,-0.031496,-0.03937,3,4,0.936508,0
1537,0.015748,0.023622,0.173228,0.133858,0.149606,0.031496,0.015748,-0.07874,3,4,0.936508,0
1538,-0.023622,-0.055118,-0.141732,-0.070866,-0.062992,-0.062992,-0.023622,-0.007874,3,4,0.936508,0
1539,-0.03937,0.015748,0.141732,-0.031496,0.086614,0.19685,0.023622,-0.047244,3,4,0.917158,0
1540,0.110236,0.03937,-0.015748,0.614173,0.511811,0.007874,0.03937,0.110236,3,4,0.917158,0
1541,0.023622,0.,-0.086614,-0.417323,0.062992,-0.094488,-0.023622,0.,3,4,0.897808,0
1542,-0.031496,-0.031496,-0.031496,-0.228346,0.031496,0.015748,0.031496,0.015748,3,4,0.897808,0
1543,-0.110236,-0.03937,-0.03937,0.047244,0.070866,-0.055118,-0.055118,-0.055118,3,4,0.878458,0
1544,0.110236,0.047244,0.133858,0.023622,0.409449,0.070866,0.015748,-0.007874,3,4,0.878458,0
1545,0.,0.,-0.007874,0.,-0.283465,-0.03937,0.03937,0.,3,4,0.859108,0
1546,-0.015748,0.031496,0.094488,0.314961,-0.417323,0.007874,-0.015748,-0.070866,3,4,0.859108,0
1547,-0.007874,-0.023622,-0.133858,0.,-0.031496,-0.031496,-0.110236,-0.03937,3,4,0.839758,0
1548,-0.110236,-0.094488,-0.133858,-0.299213,-0.244094,-0.047244,0.03937,-0.03937,3,4,0.839758,0
1549,-0.007874,0.007874,0.015748,-0.03937,0.149606,0.007874,-0.062992,-0.007874,3,4,0.839758,0
1550,-0.062992,-0.047244,-0.086614,-0.244094,-0.110236,0.055118,-0.03937,-0.055118,3,4,0.839758,0
1551,0.070866,0.055118,0.,-0.07874,-0.047244,-0.015748,0.03937,-0.007874,3,4,0.820408,0
1552,0.102362,0.047244,-0.07874,-0.023622,-0.314961,-0.007874,0.007874,0.062992,3,4,0.820408,0
1553,-0.102362,-0.047244,0.,0.07874,0.251969,-0.023622,0.023622,-0.055118,3,4,0.820408,0
1554,-0.141732,-0.11811,0.,0.03937,-0.299213,0.007874,-0.062992,-0.11811,3,4,0.801058,0
1555,0.031496,0.007874,-0.007874,0.259843,0.755906,0.125984,0.03937,0.007874,3,4,0.781708,0
1556,0.,0.023622,-0.086614,-0.362205,-0.811024,-0.149606,-0.055118,-0.055118,3,4,0.762358,0
1557,0.031496,0.023622,0.03937,0.03937,-0.393701,-0.015748,-0.015748,0.015748,3,4,0.762358,0
1558,-0.031496,-0.03937,0.023622,0.354331,0.732283,0.,-0.03937,-0.070866,3,4,0.762358,0
1559,0.220472,0.023622,0.07874,0.055118,-0.377953,-0.047244,0.03937,0.110236,3,4,0.743008,0
1560,0.007874,-0.007874,-0.031496,-0.23622,0.086614,0.086614,0.094488,0.015748,3,4,0.743008,0
1561,-0.141732,-0.023622,-0.102362,-0.007874,0.448819,0.007874,-0.070866,-0.03937,3,4,0.743008,0
1562,0.031496,0.062992,0.102362,0.362205,0.055118,0.062992,0.031496,-0.047244,3,4,0.743008,0
1563,0.023622,-0.03937,-0.007874,-0.070866,-0.11811,0.,0.,-0.047244,3,4,0.723658,0
1564,-0.023622,-0.055118,0.015748,0.15748,0.094488,-0.015748,-0.015748,-0.023622,3,4,0.723658,0
1565,-0.055118,0.047244,0.062992,0.19685,0.244094,0.03937,0.007874,0.094488,3,4,0.704308,0
1566,0.023622,-0.015748,-0.070866,-0.11811,-0.07874,-0.062992,-0.047244,0.330709,3,4,0.704308,0
1567,-0.031496,0.007874,0.007874,-0.015748,-0.11811,-0.03937,-0.031496,0.362205,3,4,0.665608,0
1568,-0.015748,-0.03937,0.,-0.055118,-0.070866,-0.031496,-0.031496,0.370079,3,4,0.665608,0
1569,-0.015748,0.023622,-0.062992,-0.259843,-0.511811,-0.047244,-0.031496,0.291339,3,4,0.665608,0
1570,-0.062992,-0.031496,-0.03937,-0.086614,0.409449,0.094488,-0.007874,0.259843,3,4,0.665608,0
1571,0.047244,-0.023622,0.,0.267717,0.11811,-0.015748,-0.015748,0.299213,3,4,0.646259,0
1572,0.03937,0.070866,0.007874,0.055118,0.031496,0.062992,0.07874,0.370079,3,4,0.646259,0
1573,0.094488,-0.055118,-0.015748,-0.19685,-0.716535,-0.11811,-0.031496,0.251969,3,4,0.626909,0
1574,-0.062992,-0.055118,-0.031496,0.031496,0.188976,0.03937,0.055118,0.330709,3,4,0.626909,0
1575,-0.023622,-0.015748,-0.031496,-0.181102,-0.055118,-0.07874,-0.03937,0.377953,3,4,0.626909,0
1576,0.,-0.015748,0.007874,0.228346,0.464567,0.086614,-0.031496,0.251969,3,4,0.626909,0
1577,0.047244,0.015748,0.023622,0.181102,0.07874,0.,-0.007874,0.275591,3,4,0.626909,0
1578,0.181102,0.055118,0.062992,-0.047244,-0.338583,0.,0.031496,0.322835,3,4,0.626909,0
1579,-0.149606,-0.070866,-0.11811,-0.070866,0.031496,-0.094488,-0.055118,0.244094,3,4,0.607559,0
1580,-0.133858,-0.062992,-0.062992,-0.141732,-0.307087,0.,-0.055118,0.267717,3,4,0.607559,0
1581,-0.11811,0.,0.086614,0.141732,0.401575,0.188976,-0.031496,0.07874,3,4,0.607559,0
1582,-0.188976,0.007874,-0.023622,-0.149606,-0.314961,-0.165354,-0.125984,-0.314961,3,4,0.607559,0
1583,-0.031496,-0.047244,-0.015748,-0.212598,-0.464567,-0.015748,0.007874,-0.251969,3,4,0.568859,0
1584,0.251969,0.055118,-0.023622,-0.094488,0.433071,-0.125984,-0.007874,-0.19685,3,4,0.568859,0
1585,0.15748,-0.062992,0.007874,-0.023622,-0.574803,0.055118,0.07874,-0.15748,3,4,0.568859,0
1586,0.149606,0.03937,0.031496,0.031496,0.165354,0.086614,0.07874,0.15748,3,4,0.568859,0
1587,0.03937,-0.015748,-0.023622,0.047244,0.047244,-0.007874,0.007874,-0.015748,3,4,0.549509,0
1588,-0.377953,-0.102362,-0.023622,0.259843,0.425197,-0.03937,-0.031496,-0.023622,3,4,0.530159,0
1589,0.015748,0.007874,0.007874,-0.23622,-0.472441,-0.07874,-0.055118,-0.062992,3,4,0.530159,0
1590,-0.086614,-0.015748,-0.03937,-0.102362,-0.03937,0.015748,-0.007874,-0.007874,3,4,0.530159,0
1591,-0.007874,-0.03937,0.03937,0.086614,0.141732,-0.007874,-0.031496,-0.007874,3,4,0.510809,0
1592,0.086614,-0.031496,0.015748,-0.007874,-0.755906,-0.133858,-0.031496,-0.086614,3,4,0.510809,0
1593,0.03937,-0.007874,-0.055118,-0.094488,0.519685,0.125984,0.055118,0.086614,3,4,0.510809,0
1594,-0.015748,0.007874,-0.031496,-0.110236,0.,0.,-0.015748,-0.031496,3,4,0.510809,0
1595,-0.102362,-0.031496,-0.094488,0.007874,0.244094,0.03937,-0.055118,-0.062992,3,4,0.433409,0
1596,-0.149606,-0.047244,0.,-0.047244,0.062992,-0.007874,-0.055118,0.007874,3,4,0.433409,0
1597,-0.055118,0.007874,-0.03937,-0.070866,-0.023622,-0.141732,-0.055118,-0.031496,3,4,0.433409,0
1598,0.181102,0.03937,-0.031496,-0.15748,-0.141732,-0.110236,-0.023622,0.031496,3,4,0.433409,0
