point,e_1,e_2,e_3,e_4,e_5,e_6,e_7,e_8,bars,beat,time_value,finger
2400,-0.173228,-0.11811,-0.165354,-0.409449,-0.228346,-0.488189,-0.622047,-0.244094,2,2,0.047921,0
2401,0.299213,0.070866,0.062992,-0.094488,0.102362,0.818898,0.929134,0.716535,2,2,0.047921,0
2402,-0.023622,0.007874,-0.023622,0.188976,0.598425,0.23622,-0.700787,0.165354,2,2,0.047921,0
2403,0.047244,0.094488,0.015748,0.015748,0.07874,-0.086614,-0.275591,0.023622,2,1,0.989872,0
2404,-0.055118,-0.047244,-0.023622,-0.086614,0.393701,-0.307087,-0.165354,-0.023622,2,1,0.989872,0
2405,0.047244,0.07874,0.023622,0.165354,-0.811024,0.23622,-0.007874,0.023622,2,1,0.989872,0
2406,-0.023622,-0.023622,-0.07874,-0.322835,-0.031496,-0.338583,-0.377953,-0.023622,2,1,0.989872,0
2407,-0.275591,-0.173228,-0.03937,0.173228,0.291339,0.,0.188976,-0.149606,2,1,0.931822,0
2408,0.181102,-0.023622,-0.015748,-0.149606,0.094488,0.,0.228346,0.291339,2,1,0.931822,0
2409,0.007874,0.062992,-0.023622,0.244094,0.228346,0.212598,-0.259843,0.173228,2,1,0.931822,0
2410,0.007874,-0.03937,-0.047244,-0.188976,-0.15748,-0.141732,-0.03937,0.102362,2,1,0.931822,0
2411,0.094488,0.015748,0.094488,0.283465,-0.354331,-0.220472,-0.03937,-0.007874,2,1,0.873772,0
2412,-0.094488,-0.047244,-0.141732,-0.055118,-0.047244,-0.181102,-0.102362,0.007874,2,1,0.873772,0
2413,0.070866,0.,0.,-0.244094,-0.03937,0.511811,0.165354,0.07874,2,1,0.873772,0
2414,-0.031496,-0.023622,-0.023622,-0.062992,-0.669291,-0.259843,-0.181102,-0.133858,2,1,0.854422,0
2415,-0.007874,0.047244,0.102362,0.15748,0.598425,-0.188976,-0.472441,-0.086614,2,1,0.815722,0
2416,-0.015748,-0.062992,-0.11811,-0.070866,0.267717,0.062992,0.307087,0.047244,2,1,0.815722,0
2417,-0.070866,-0.055118,0.07874,-0.007874,-0.023622,-0.267717,-0.354331,0.149606,2,1,0.796372,0
2418,0.047244,-0.070866,-0.141732,-0.03937,-0.141732,-0.362205,-0.055118,0.055118,2,1,0.796372,0
2419,-0.110236,-0.047244,-0.173228,-0.385827,-0.346457,-0.110236,0.023622,0.015748,2,1,0.757672,0
2420,0.,0.007874,0.007874,0.023622,0.259843,0.535433,-0.291339,0.023622,2,1,0.757672,0
2421,-0.322835,-0.070866,-0.110236,-0.062992,0.19685,-0.897638,-0.440945,-0.244094,2,1,0.757672,0
2422,0.125984,-0.031496,-0.110236,-0.141732,-0.370079,0.755906,0.362205,0.23622,2,1,0.757672,0
2423,0.11811,0.055118,0.094488,0.267717,0.527559,0.173228,0.590551,0.188976,2,1,0.699622,0
2424,0.015748,-0.007874,0.086614,0.149606,-0.212598,0.267717,-0.110236,-0.094488,2,1,0.699622,0
2425,-0.023622,-0.070866,-0.07874,-0.322835,0.259843,0.062992,-0.212598,0.055118,2,1,0.699622,0
2426,-0.102362,0.11811,0.149606,0.149606,-0.062992,-0.23622,-0.055118,0.055118,2,1,0.680272,0
2427,0.141732,-0.007874,0.,0.070866,-0.023622,-0.047244,0.535433,0.094488,2,1,0.641572,0
2428,-0.015748,-0.070866,-0.055118,-0.23622,-0.244094,0.110236,-0.03937,-0.031496,2,1,0.641572,0
2429,-0.031496,0.062992,0.15748,0.165354,0.204724,-0.283465,-0.220472,-0.094488,2,1,0.622222,0
2430,0.031496,-0.07874,-0.275591,-0.188976,0.338583,0.125984,0.275591,-0.181102,2,1,0.622222,0
2431,0.015748,-0.047244,-0.03937,-0.047244,-0.440945,-0.362205,0.251969,-0.023622,2,1,0.583522,0
2432,-0.094488,0.007874,0.094488,0.086614,-0.102362,0.307087,-0.047244,-0.086614,2,1,0.583522,0
2433,0.070866,-0.055118,-0.07874,0.031496,-0.433071,0.464567,0.062992,0.110236,2,1,0.564172,0
2434,0.007874,0.094488,-0.228346,-0.125984,-0.031496,0.23622,-0.11811,0.19685,2,1,0.564172,0
2435,0.023622,0.023622,0.188976,0.015748,0.149606,0.393701,0.472441,-0.125984,2,1,0.525472,0
2436,-0.141732,-0.11811,-0.055118,-0.19685,-0.102362,-0.826772,-0.582677,-0.23622,2,1,0.525472,0
2437,0.023622,0.031496,-0.141732,-0.401575,-0.11811,-0.511811,0.055118,-0.173228,2,1,0.506122,0
2438,-0.031496,0.047244,0.464567,0.80315,0.307087,0.480315,0.338583,-0.070866,2,1,0.506122,0
2439,-0.094488,-0.165354,-0.188976,-0.598425,-0.448819,0.228346,-0.653543,-0.267717,2,1,0.448073,0
2440,0.070866,0.07874,0.19685,0.622047,0.110236,-0.102362,0.062992,0.212598,2,1,0.448073,0
2441,-0.102362,0.07874,-0.086614,-0.023622,0.338583,-0.606299,-0.173228,-0.070866,2,1,0.448073,0
2442,-0.102362,-0.275591,-0.181102,-0.314961,-0.149606,-0.031496,0.732283,-0.125984,2,1,0.448073,0
2443,0.047244,0.03937,0.055118,0.070866,0.110236,-0.03937,-0.590551,0.062992,2,1,0.390023,0
2444,0.062992,0.047244,0.007874,0.173228,0.338583,0.488189,0.062992,0.188976,2,1,0.390023,0
2445,0.094488,0.047244,-0.102362,-0.181102,-0.047244,-0.11811,-0.047244,-0.110236,2,1,0.390023,0
2446,0.062992,0.133858,0.23622,-0.11811,0.07874,-0.070866,0.062992,-0.19685,2,1,0.390023,0
2447,-0.055118,-0.047244,0.251969,0.795276,0.291339,-0.212598,0.,0.07874,2,1,0.312623,0
2448,-0.031496,-0.07874,-0.188976,-0.362205,0.141732,0.228346,-0.023622,0.007874,2,1,0.312623,0
2449,0.094488,0.007874,0.19685,0.622047,0.141732,-0.188976,0.094488,0.188976,2,1,0.312623,0
2450,0.149606,0.220472,-0.047244,-0.338583,-0.669291,0.204724,0.314961,0.307087,2,1,0.312623,0
2451,-0.181102,0.047244,0.023622,-0.070866,0.015748,-0.15748,-0.905512,-0.299213,2,1,0.293273,0
2452,-0.15748,-0.370079,-0.11811,0.,-0.456693,-0.409449,-0.322835,-0.299213,2,1,0.273923,0
2453,0.070866,0.03937,-0.023622,0.047244,-0.07874,0.472441,0.968504,0.267717,2,1,0.273923,0
2454,-0.094488,-0.047244,-0.15748,-0.464567,0.19685,-0.165354,-0.76378,-0.23622,2,1,0.273923,0
2455,-0.07874,-0.141732,-0.023622,0.03937,-0.385827,0.15748,-0.433071,0.086614,2,1,0.254573,0
2456,-0.023622,0.19685,-0.15748,-0.362205,-0.448819,-0.425197,-0.582677,-0.141732,2,1,0.254573,0
2457,0.007874,-0.267717,-0.070866,-0.307087,0.267717,0.834646,1.,-0.055118,2,1,0.254573,0
2458,0.070866,0.149606,0.338583,0.732283,0.354331,0.23622,-0.181102,0.094488,2,1,0.254573,0
2459,-0.19685,-0.094488,-0.314961,-0.464567,-0.188976,-0.535433,-0.653543,-0.015748,2,1,0.215873,0
2460,-0.102362,-0.086614,0.015748,0.055118,-0.212598,0.023622,-0.047244,-0.133858,2,1,0.215873,0
2461,0.141732,0.086614,0.125984,0.094488,0.259843,0.110236,0.354331,0.165354,2,1,0.215873,0
2462,-0.007874,-0.031496,0.086614,0.220472,-0.212598,0.070866,0.149606,0.094488,2,1,0.215873,0
2463,-0.023622,-0.03937,-0.062992,-0.015748,0.015748,-0.165354,-0.535433,-0.070866,2,1,0.196523,0
2464,0.125984,0.070866,-0.110236,-0.165354,-0.055118,0.267717,-0.370079,0.141732,2,1,0.196523,0
2465,-0.070866,0.299213,-0.031496,-0.102362,-0.84252,0.015748,-0.110236,0.228346,2,1,0.177173,0
2466,-0.070866,-0.244094,-0.070866,-0.181102,0.653543,-0.362205,0.15748,0.062992,2,1,0.177173,0
2467,-0.125984,-0.094488,-0.125984,-0.11811,0.11811,0.188976,0.322835,-0.023622,2,1,0.157823,0
2468,0.007874,0.070866,-0.125984,-0.393701,-0.590551,-0.409449,0.519685,0.031496,2,1,0.157823,0
2469,0.110236,0.047244,0.251969,0.724409,0.543307,0.322835,-0.480315,-0.094488,2,1,0.138473,0
2470,-0.204724,-0.188976,-0.299213,-0.496063,0.102362,-0.433071,0.023622,0.03937,2,1,0.138473,0
2471,0.283465,0.125984,-0.062992,-0.102362,0.456693,0.629921,0.566929,0.472441,2,1,0.119123,0
2472,0.03937,-0.007874,0.362205,0.322835,0.03937,-0.204724,-0.80315,0.110236,2,1,0.119123,0
2473,-0.070866,0.03937,0.181102,0.370079,0.212598,-0.070866,-0.433071,0.03937,2,1,0.119123,0
2474,-0.031496,0.031496,0.110236,0.173228,-0.480315,-0.110236,-0.425197,-0.228346,2,1,0.099773,0
2475,0.,-0.023622,-0.275591,-0.653543,0.307087,0.551181,0.472441,-0.023622,2,1,0.080423,0
2476,0.007874,0.086614,-0.070866,-0.031496,0.,0.03937,0.511811,0.307087,2,1,0.080423,0
2477,-0.338583,-0.244094,-0.212598,-0.732283,-0.937008,-0.755906,-0.708661,-0.299213,2,1,0.080423,0
2478,0.007874,-0.031496,0.03937,0.606299,0.811024,0.629921,-0.03937,0.385827,2,1,0.080423,0
2479,0.259843,0.165354,0.03937,-0.03937,0.11811,0.362205,0.629921,0.307087,2,1,0.041723,0
2480,0.094488,0.047244,0.007874,0.425197,0.464567,0.519685,0.637795,-0.165354,2,1,0.041723,0
2481,-0.007874,-0.031496,-0.047244,-0.149606,0.464567,0.259843,-0.102362,0.086614,2,1,0.041723,0
2482,0.,0.110236,0.094488,-0.102362,-0.417323,-0.15748,-0.015748,0.062992,2,1,0.041723,0
2483,0.007874,-0.047244,-0.102362,-0.251969,-0.047244,-0.110236,-0.125984,-0.015748,2,1,0.022373,0
2484,-0.03937,-0.055118,-0.165354,-0.299213,0.070866,0.110236,-0.070866,0.086614,2,1,0.022373,0
2485,0.047244,0.07874,0.188976,0.488189,0.015748,0.,0.165354,-0.031496,2,1,0.003023,0
2486,-0.204724,-0.15748,-0.133858,-0.393701,-0.559055,0.110236,-0.535433,-0.314961,2,1,0.003023,0
2487,0.023622,0.070866,0.267717,0.685039,0.661417,0.047244,0.480315,0.031496,1,4,0.983673,0
2488,0.062992,0.102362,0.322835,0.188976,0.031496,-0.307087,-0.03937,0.055118,1,4,0.983673,0
2489,-0.125984,-0.15748,-0.291339,-0.251969,-0.283465,-0.055118,-0.338583,-0.212598,1,4,0.964324,0
2490,0.244094,0.031496,0.023622,-0.023622,0.133858,0.393701,0.307087,0.212598,1,4,0.964324,0
2491,-0.102362,-0.07874,-0.047244,-0.023622,-0.488189,-0.141732,0.165354,0.023622,1,4,0.944974,0
2492,-0.047244,-0.023622,-0.062992,0.007874,-0.047244,-0.007874,-0.212598,-0.023622,1,4,0.944974,0
2493,0.047244,0.086614,-0.015748,-0.047244,0.566929,0.275591,-0.015748,-0.007874,1,4,0.944974,0
2494,0.007874,-0.086614,0.007874,0.11811,0.102362,0.354331,0.173228,-0.173228,1,4,0.944974,0
2495,-0.015748,0.03937,-0.031496,-0.133858,0.,-0.283465,-0.251969,-0.03937,1,4,0.925624,0
2496,0.015748,0.007874,-0.070866,-0.133858,-0.031496,0.055118,-0.031496,0.047244,1,4,0.925624,0
2497,0.062992,-0.07874,0.03937,-0.102362,-0.472441,-0.031496,0.023622,-0.007874,1,4,0.906274,0
2498,-0.023622,-0.055118,-0.047244,0.055118,0.133858,-0.582677,-0.937008,0.,1,4,0.906274,0
2499,0.,0.,-0.07874,-0.275591,-0.307087,0.480315,0.614173,-0.031496,1,4,0.886924,0
2500,-0.023622,-0.047244,0.062992,0.212598,-0.314961,-0.165354,0.125984,-0.031496,1,4,0.886924,0
2501,-0.047244,-0.03937,-0.062992,0.031496,0.874016,-0.07874,-0.102362,0.023622,1,4,0.867574,0
2502,-0.031496,-0.015748,-0.141732,-0.307087,-0.472441,0.102362,0.503937,-0.007874,1,4,0.867574,0
2503,0.047244,0.086614,0.330709,0.637795,0.251969,-0.275591,-0.307087,-0.015748,1,4,0.848224,0
2504,-0.07874,-0.062992,-0.173228,-0.433071,-0.314961,-0.07874,-0.165354,-0.03937,1,4,0.848224,0
2505,0.007874,-0.007874,0.125984,0.291339,0.086614,-0.07874,0.102362,0.03937,1,4,0.848224,0
2506,-0.031496,-0.070866,0.055118,0.314961,0.03937,-0.212598,-0.181102,0.015748,1,4,0.848224,0
2507,0.03937,0.086614,0.062992,0.102362,-0.141732,0.102362,0.07874,0.094488,1,4,0.828874,0
2508,-0.031496,-0.070866,-0.094488,-0.125984,0.23622,0.062992,0.,-0.181102,1,4,0.828874,0
2509,0.015748,0.062992,-0.015748,-0.07874,-0.07874,0.062992,0.133858,0.220472,1,4,0.809524,0
2510,-0.007874,0.03937,-0.070866,-0.133858,-0.251969,0.007874,-0.047244,0.03937,1,4,0.809524,0
2511,0.031496,0.,-0.031496,-0.031496,0.299213,-0.07874,-0.11811,-0.047244,1,4,0.809524,0
2512,0.055118,0.062992,0.102362,0.11811,0.062992,-0.07874,0.11811,0.03937,1,4,0.809524,0
2513,-0.015748,0.015748,-0.03937,0.03937,-0.031496,0.393701,0.,0.031496,1,4,0.790174,0
2514,-0.023622,-0.094488,-0.047244,-0.031496,-0.023622,-0.015748,0.062992,-0.133858,1,4,0.790174,0
2515,0.007874,0.047244,0.031496,0.062992,0.15748,0.181102,0.03937,-0.031496,1,4,0.790174,0
2516,0.031496,-0.007874,-0.055118,-0.062992,-0.165354,-0.307087,-0.291339,0.055118,1,4,0.790174,0
2517,-0.070866,-0.015748,-0.015748,-0.031496,-0.023622,-0.15748,-0.220472,-0.188976,1,4,0.790174,0
2518,0.03937,0.023622,0.15748,0.11811,-0.023622,0.244094,0.377953,0.15748,1,4,0.790174,0
2519,-0.07874,-0.086614,-0.125984,-0.086614,-0.03937,0.031496,-0.188976,-0.086614,1,4,0.790174,0
2520,0.031496,0.110236,0.102362,0.007874,0.433071,0.393701,0.362205,0.086614,1,4,0.790174,0
2521,-0.070866,-0.070866,-0.047244,-0.141732,-0.653543,-0.425197,-0.251969,-0.149606,1,4,0.770824,0
2522,0.141732,0.141732,0.047244,0.062992,0.346457,0.11811,-0.19685,0.102362,1,4,0.770824,0
2523,0.031496,-0.062992,-0.015748,0.07874,-0.031496,0.094488,0.141732,-0.047244,1,4,0.770824,0
2524,-0.055118,-0.015748,-0.055118,-0.094488,-0.212598,-0.149606,-0.141732,-0.031496,1,4,0.770824,0
2525,0.007874,-0.031496,0.023622,0.023622,0.19685,-0.047244,0.047244,0.015748,1,4,0.770824,0
2526,0.015748,0.07874,0.023622,0.031496,0.,0.19685,-0.070866,0.070866,1,4,0.770824,0
2527,-0.03937,-0.03937,-0.070866,0.007874,0.03937,0.,-0.086614,-0.007874,1,4,0.751474,0
2528,0.055118,-0.007874,0.047244,-0.094488,-0.133858,-0.086614,0.,-0.023622,1,4,0.751474,0
2529,-0.047244,-0.03937,-0.03937,-0.047244,0.023622,-0.015748,0.062992,-0.015748,1,4,0.751474,0
2530,-0.086614,0.070866,-0.023622,-0.070866,-0.15748,-0.598425,-0.251969,-0.110236,1,4,0.751474,0
2531,0.086614,-0.015748,-0.015748,0.015748,0.086614,0.19685,0.299213,0.11811,1,4,0.751474,0
2532,0.007874,0.062992,0.015748,0.023622,0.165354,0.228346,0.015748,-0.07874,1,4,0.751474,0
2533,-0.015748,-0.015748,-0.047244,0.,-0.165354,-0.141732,-0.149606,-0.070866,1,4,0.751474,0
2534,0.07874,0.03937,0.031496,0.055118,0.275591,0.055118,0.259843,0.141732,1,4,0.732124,0
2535,-0.07874,-0.062992,-0.047244,-0.031496,-0.07874,-0.062992,-0.165354,0.007874,1,4,0.732124,0
2536,-0.023622,-0.015748,-0.023622,-0.015748,0.047244,0.133858,0.110236,-0.007874,1,4,0.732124,0
2537,0.,-0.015748,0.,-0.086614,0.070866,0.125984,0.086614,0.11811,1,4,0.732124,0
2538,0.007874,-0.031496,-0.007874,-0.023622,-0.086614,-0.086614,0.047244,-0.062992,1,4,0.732124,0
2539,0.015748,0.031496,0.023622,-0.007874,-0.11811,-0.062992,-0.133858,0.03937,1,4,0.693424,0
2540,-0.062992,0.023622,-0.007874,0.094488,-0.149606,-0.181102,-0.102362,0.023622,1,4,0.693424,0
2541,0.015748,0.023622,0.,-0.055118,0.015748,0.031496,0.023622,0.094488,1,4,0.693424,0
2542,-0.047244,-0.070866,-0.086614,-0.141732,-0.133858,-0.031496,-0.023622,0.055118,1,4,0.693424,0
2543,0.015748,-0.023622,0.055118,0.007874,-0.212598,-0.023622,-0.055118,0.007874,1,4,0.654724,0
2544,-0.062992,-0.015748,0.023622,0.11811,0.149606,-0.015748,0.023622,0.03937,1,4,0.654724,0
2545,-0.047244,-0.102362,-0.007874,0.11811,-0.03937,0.031496,0.007874,0.062992,1,4,0.635374,0
2546,0.015748,0.07874,0.015748,0.015748,0.23622,0.055118,0.070866,0.110236,1,4,0.635374,0
2547,0.007874,0.007874,-0.047244,-0.125984,-0.212598,0.007874,0.015748,0.,1,4,0.596674,0
2548,-0.023622,-0.055118,-0.015748,-0.03937,-0.070866,-0.070866,-0.110236,-0.015748,1,4,0.596674,0
2549,0.062992,0.212598,0.031496,0.03937,0.07874,-0.03937,-0.007874,0.07874,1,4,0.596674,0
2550,-0.141732,-0.094488,-0.031496,-0.031496,-0.062992,0.,0.015748,-0.007874,1,4,0.596674,0
2551,0.,-0.047244,-0.015748,0.023622,-0.015748,-0.015748,-0.015748,0.047244,1,4,0.557974,0
2552,0.015748,0.007874,0.007874,-0.023622,-0.055118,-0.007874,0.007874,0.141732,1,4,0.557974,0
2553,0.03937,0.031496,-0.023622,-0.007874,0.03937,0.007874,0.,-0.007874,1,4,0.557974,0
2554,0.047244,-0.047244,0.007874,0.031496,0.031496,-0.007874,0.,0.133858,1,4,0.557974,0
2555,-0.102362,-0.047244,-0.03937,-0.102362,-0.125984,-0.03937,-0.015748,0.055118,1,4,0.519274,0
2556,-0.007874,-0.015748,0.007874,0.11811,0.173228,0.055118,0.,0.015748,1,4,0.519274,0
2557,-0.007874,-0.015748,0.007874,0.047244,0.007874,0.,0.007874,-0.047244,1,4,0.519274,0
2558,-0.015748,-0.015748,-0.03937,-0.102362,-0.086614,-0.03937,-0.055118,-0.094488,1,4,0.499924,0
2559,-0.007874,0.023622,0.015748,-0.070866,-0.244094,-0.047244,-0.023622,-0.047244,1,4,0.480574,0
2560,-0.023622,-0.086614,-0.047244,-0.055118,0.055118,-0.070866,-0.023622,0.,1,4,0.480574,0
2561,-0.007874,0.062992,-0.015748,0.015748,0.031496,0.03937,-0.023622,0.023622,1,4,0.480574,0
2562,0.03937,0.023622,-0.015748,0.,0.023622,0.070866,0.047244,-0.031496,1,4,0.480574,0
2563,-0.070866,-0.07874,-0.007874,0.047244,0.149606,0.031496,-0.007874,-0.047244,1,4,0.441875,0
2564,0.,0.,-0.007874,-0.11811,-0.19685,-0.031496,0.007874,-0.03937,1,4,0.441875,0
2565,0.023622,-0.047244,0.015748,-0.015748,-0.094488,0.031496,0.007874,0.023622,1,4,0.441875,0
2566,-0.015748,0.031496,-0.007874,-0.015748,0.007874,-0.031496,0.007874,0.031496,1,4,0.441875,0
2567,-0.007874,0.015748,0.007874,0.015748,-0.031496,-0.055118,-0.007874,-0.015748,1,4,0.403175,0
2568,-0.007874,-0.062992,0.,0.19685,0.291339,0.047244,-0.015748,-0.047244,1,4,0.403175,0
2569,-0.007874,0.,-0.047244,-0.188976,-0.23622,-0.086614,0.015748,0.03937,1,4,0.383825,0
2570,0.023622,0.062992,0.062992,0.055118,-0.055118,-0.03937,-0.031496,-0.023622,1,4,0.383825,0
2571,-0.055118,-0.102362,-0.015748,0.023622,0.259843,0.023622,0.,-0.031496,1,4,0.345125,0
2572,0.015748,0.062992,-0.015748,-0.015748,-0.015748,0.,0.015748,0.055118,1,4,0.345125,0
2573,-0.007874,-0.086614,-0.031496,-0.03937,-0.086614,-0.007874,-0.007874,0.03937,1,4,0.345125,0
2574,-0.007874,0.015748,0.,0.023622,-0.007874,-0.023622,-0.007874,0.062992,1,4,0.345125,0
2575,0.023622,0.141732,0.031496,0.007874,0.055118,0.023622,-0.015748,-0.007874,1,4,0.306425,0
2576,-0.015748,-0.102362,-0.031496,-0.031496,-0.015748,0.,-0.015748,0.023622,1,4,0.306425,0
2577,-0.062992,-0.015748,-0.007874,-0.007874,-0.070866,-0.007874,-0.015748,-0.015748,1,4,0.306425,0
2578,-0.007874,-0.047244,-0.015748,0.007874,0.015748,0.015748,-0.023622,0.,1,4,0.306425,0
2579,-0.031496,-0.03937,0.,0.,0.,0.023622,0.015748,0.062992,1,4,0.267725,0
2580,0.03937,0.007874,-0.031496,-0.023622,0.,0.015748,0.007874,0.,1,4,0.267725,0
2581,-0.015748,0.023622,-0.015748,-0.015748,-0.047244,-0.023622,-0.015748,0.023622,1,4,0.267725,0
2582,0.047244,0.023622,-0.007874,-0.007874,-0.007874,-0.023622,-0.007874,-0.094488,1,4,0.267725,0
2583,0.007874,0.023622,-0.015748,0.031496,-0.007874,-0.047244,-0.023622,-0.055118,1,4,0.248375,0
2584,-0.007874,-0.031496,0.007874,0.031496,0.133858,-0.007874,0.047244,0.03937,1,4,0.248375,0
2585,0.,-0.031496,-0.023622,-0.047244,-0.007874,0.007874,0.,0.015748,1,4,0.229025,0
2586,-0.03937,-0.047244,-0.007874,-0.055118,-0.149606,-0.03937,-0.023622,-0.11811,1,4,0.229025,0
2587,0.015748,0.047244,0.007874,-0.015748,-0.007874,-0.007874,-0.007874,0.,1,4,0.190325,0
2588,-0.015748,0.007874,-0.03937,-0.023622,-0.149606,-0.031496,-0.015748,-0.007874,1,4,0.190325,0
2589,0.070866,0.047244,0.,0.055118,0.251969,0.015748,-0.03937,-0.03937,1,4,0.190325,0
2590,-0.055118,-0.07874,-0.007874,0.,0.086614,-0.031496,-0.023622,-0.031496,1,4,0.190325,0
2591,0.015748,-0.062992,-0.023622,-0.031496,-0.03937,0.015748,0.,0.070866,1,4,0.151625,0
2592,-0.062992,0.03937,0.007874,-0.015748,0.023622,0.015748,0.03937,-0.062992,1,4,0.151625,0
2593,0.023622,0.094488,-0.015748,0.,0.007874,-0.007874,-0.031496,-0.031496,1,4,0.151625,0
2594,-0.023622,-0.102362,-0.070866,-0.062992,-0.070866,-0.047244,0.,-0.102362,1,4,0.151625,0
2595,0.015748,0.007874,0.055118,0.,-0.015748,0.007874,0.,0.023622,1,4,0.112925,0
2596,-0.023622,-0.023622,0.015748,0.007874,-0.03937,-0.007874,0.03937,0.015748,1,4,0.112925,0
2597,0.062992,0.07874,-0.015748,-0.03937,0.023622,0.007874,0.015748,0.03937,1,4,0.093575,0
2598,-0.007874,-0.055118,0.031496,0.11811,0.086614,-0.015748,0.,-0.141732,1,4,0.093575,0
2599,-0.07874,-0.047244,-0.070866,-0.015748,0.,0.007874,-0.055118,-0.015748,1,4,0.054875,0
2600,0.007874,-0.031496,-0.007874,-0.047244,-0.102362,0.015748,0.047244,-0.031496,1,4,0.054875,0
2601,-0.031496,0.055118,0.086614,0.055118,0.181102,0.015748,-0.023622,0.094488,1,4,0.054875,0
2602,-0.007874,0.03937,-0.047244,-0.102362,-0.133858,0.007874,0.015748,-0.070866,1,4,0.054875,0
2603,0.047244,-0.023622,-0.023622,-0.047244,0.047244,-0.007874,0.007874,0.03937,1,4,0.035525,0
2604,-0.062992,-0.03937,0.,-0.023622,-0.094488,-0.031496,-0.220472,-0.047244,1,4,0.035525,0
2605,-0.055118,-0.125984,-0.047244,-0.031496,0.047244,0.007874,0.125984,-0.07874,1,4,0.016175,0
2606,-0.023622,-0.007874,-0.031496,0.015748,0.03937,0.070866,0.015748,-0.015748,1,4,0.016175,0
2607,0.03937,0.023622,0.,-0.055118,-0.055118,0.,0.055118,-0.047244,1,3,0.977475,0
2608,0.031496,0.11811,0.03937,0.015748,0.031496,-0.047244,0.007874,0.125984,1,3,0.977475,0
2609,-0.023622,-0.133858,-0.031496,0.007874,-0.259843,-0.07874,-0.055118,0.047244,1,3,0.977475,0
2610,0.031496,0.007874,0.047244,0.03937,0.188976,0.023622,0.03937,0.023622,1,3,0.977475,0
2611,-0.055118,-0.070866,-0.055118,-0.062992,-0.062992,-0.023622,-0.023622,0.055118,1,3,0.938776,0
2612,-0.015748,-0.007874,-0.007874,0.,-0.110236,-0.031496,-0.062992,0.007874,1,3,0.938776,0
2613,-0.015748,0.031496,-0.023622,-0.023622,0.031496,-0.007874,-0.007874,-0.03937,1,3,0.938776,0
2614,-0.007874,0.062992,0.,-0.007874,-0.015748,-0.007874,0.,0.181102,1,3,0.938776,0
2615,-0.023622,-0.023622,-0.007874,-0.047244,-0.07874,-0.031496,-0.07874,-0.015748,1,3,0.919426,0
2616,0.07874,-0.023622,0.007874,0.03937,0.149606,0.031496,0.015748,0.15748,1,3,0.919426,0
2617,-0.070866,-0.110236,0.015748,0.007874,-0.070866,0.,-0.031496,-0.015748,1,3,0.900076,0
2618,-0.015748,0.062992,0.023622,0.007874,0.055118,0.007874,0.007874,0.15748,1,3,0.900076,0
2619,-0.023622,0.007874,-0.007874,0.023622,0.031496,0.015748,-0.023622,0.047244,1,3,0.880726,0
2620,0.,-0.031496,-0.07874,-0.047244,-0.070866,0.023622,-0.007874,0.133858,1,3,0.880726,0
2621,0.007874,-0.031496,0.03937,0.070866,0.031496,0.,-0.031496,-0.007874,1,3,0.861376,0
2622,-0.055118,-0.055118,-0.03937,-0.055118,-0.055118,-0.015748,-0.015748,0.094488,1,3,0.861376,0
2623,-0.023622,-0.055118,0.,0.023622,0.062992,-0.023622,-0.007874,0.015748,1,3,0.842026,0
2624,-0.055118,-0.07874,-0.03937,0.015748,-0.03937,0.,0.,0.015748,1,3,0.842026,0
2625,0.007874,0.062992,0.023622,-0.015748,-0.031496,0.,0.,0.11811,1,3,0.842026,0
2626,0.031496,-0.023622,-0.031496,-0.070866,-0.007874,0.023622,0.07874,0.15748,1,3,0.842026,0
2627,-0.047244,-0.062992,-0.031496,-0.094488,-0.023622,0.031496,-0.03937,0.,1,3,0.803326,0
2628,0.11811,0.19685,0.062992,0.070866,0.03937,0.062992,-0.015748,0.023622,1,3,0.803326,0
2629,0.015748,-0.007874,0.,0.07874,0.070866,0.03937,0.007874,0.102362,1,3,0.803326,0
2630,-0.03937,-0.031496,0.015748,-0.023622,-0.047244,-0.015748,-0.133858,0.173228,1,3,0.803326,0
2631,0.133858,0.15748,0.007874,-0.062992,0.007874,-0.015748,0.094488,0.15748,1,3,0.783976,0
2632,-0.070866,-0.165354,-0.07874,-0.070866,-0.141732,-0.110236,-0.023622,-0.023622,1,3,0.783976,0
2633,-0.015748,0.,-0.007874,-0.094488,-0.031496,0.,0.007874,-0.047244,1,3,0.764626,0
2634,-0.023622,0.007874,0.03937,0.165354,0.07874,0.031496,-0.007874,0.,1,3,0.764626,0
2635,-0.031496,0.015748,-0.007874,0.03937,-0.007874,-0.047244,-0.023622,-0.031496,1,3,0.745276,0
2636,-0.007874,-0.015748,0.047244,0.031496,0.141732,-0.023622,0.007874,-0.007874,1,3,0.745276,0
2637,-0.031496,-0.125984,-0.094488,-0.070866,-0.015748,-0.086614,-0.015748,0.070866,1,3,0.745276,0
2638,0.015748,0.055118,0.,-0.015748,0.070866,-0.03937,-0.015748,-0.015748,1,3,0.745276,0
2639,0.03937,0.007874,-0.007874,-0.023622,-0.023622,-0.007874,-0.023622,0.015748,1,3,0.706576,0
2640,-0.015748,0.110236,0.015748,0.015748,0.,0.03937,0.007874,-0.047244,1,3,0.706576,0
2641,-0.055118,-0.055118,-0.007874,0.,-0.015748,0.047244,-0.015748,0.,1,3,0.706576,0
